empresa;codigoarticulo;codigoparticular;Talle;codigodeposito;Deposito;Stock;fechamodificacion
Emp1;406;872516137-7;2;4;04 - Outleet;7;17/2/2024
Emp1;407;541047972-6;4;2;02 - Shooping A;57;11/2/2024
Emp1;407;541047972-6;4;2;02 - Shooping A;12;27/2/2024
Emp1;407;541047972-6;2;2;02 - Shooping A;21;21/2/2024
Emp1;407;541047972-6;3;4;04 - Outleet;41;12/2/2024
Emp1;407;541047972-6;2;4;04 - Outleet;49;28/4/2024
Emp1;407;541047972-6;3;1;01 - Central;52;5/3/2024
Emp1;407;541047972-6;3;3;03 - Shooping B;3;10/2/2024
Emp1;408;992934250-8;4;2;02 - Shooping A;60;28/1/2024
Emp1;408;992934250-8;3;3;03 - Shooping B;6;22/2/2024
Emp1;408;992934250-8;3;3;03 - Shooping B;56;3/12/2023
Emp1;408;992934250-8;3;2;02 - Shooping A;38;14/2/2024
Emp1;408;992934250-8;4;1;01 - Central;43;21/4/2024
Emp1;408;992934250-8;4;1;01 - Central;18;5/1/2024
Emp1;409;832695218-4;2;3;03 - Shooping B;37;17/5/2024
Emp1;409;832695218-4;3;3;03 - Shooping B;13;9/1/2024
Emp1;409;832695218-4;3;2;02 - Shooping A;2;15/5/2024
Emp1;409;832695218-4;1;1;01 - Central;53;7/12/2023
Emp1;409;832695218-4;2;2;02 - Shooping A;41;3/4/2024
Emp1;409;832695218-4;1;3;03 - Shooping B;4;20/4/2024
Emp1;409;832695218-4;2;3;03 - Shooping B;41;29/2/2024
Emp2;410;212748711-7;4;1;01 - Central;37;15/12/2023
Emp2;410;212748711-7;2;4;04 - Outleet;9;22/5/2024
Emp2;410;212748711-7;2;1;01 - Central;45;3/3/2024
Emp2;411;391704087-5;4;4;04 - Outleet;22;21/4/2024
Emp2;411;391704087-5;2;3;03 - Shooping B;32;9/3/2024
Emp2;411;391704087-5;5;3;03 - Shooping B;54;11/1/2024
Emp2;411;391704087-5;4;3;03 - Shooping B;59;1/4/2024
Emp2;411;391704087-5;3;1;01 - Central;54;25/3/2024
Emp2;411;391704087-5;3;3;03 - Shooping B;40;10/3/2024
Emp1;412;078190483-8;3;2;02 - Shooping A;57;21/5/2024
Emp2;413;776978463-8;4;2;02 - Shooping A;60;18/5/2024
Emp2;413;776978463-8;2;2;02 - Shooping A;8;17/4/2024
Emp1;414;481982691-3;3;2;02 - Shooping A;45;17/3/2024
Emp2;415;133582470-7;3;3;03 - Shooping B;44;11/1/2024
Emp2;415;133582470-7;2;2;02 - Shooping A;46;4/2/2024
Emp2;415;133582470-7;3;4;04 - Outleet;40;6/1/2024
Emp2;416;748948087-6;2;2;02 - Shooping A;51;13/12/2023
Emp2;416;748948087-6;3;2;02 - Shooping A;53;13/4/2024
Emp2;416;748948087-6;3;3;03 - Shooping B;20;11/4/2024
Emp2;416;748948087-6;4;4;04 - Outleet;32;5/4/2024
Emp2;417;288342473-X;2;2;02 - Shooping A;54;4/12/2023
Emp2;417;288342473-X;5;1;01 - Central;27;17/5/2024
Emp2;417;288342473-X;5;3;03 - Shooping B;48;16/4/2024
Emp1;418;072256749-9;3;4;04 - Outleet;40;25/12/2023
Emp1;418;072256749-9;3;2;02 - Shooping A;4;6/4/2024
Emp1;418;072256749-9;3;3;03 - Shooping B;39;8/2/2024
Emp1;418;072256749-9;5;3;03 - Shooping B;11;2/5/2024
Emp1;418;072256749-9;2;3;03 - Shooping B;13;28/12/2023
Emp1;418;072256749-9;3;1;01 - Central;42;5/2/2024
Emp1;419;703313362-6;4;2;02 - Shooping A;44;19/2/2024
Emp1;419;703313362-6;4;2;02 - Shooping A;59;13/2/2024
Emp1;419;703313362-6;3;1;01 - Central;48;15/12/2023
Emp1;420;737691462-5;1;4;04 - Outleet;43;20/1/2024
Emp1;420;737691462-5;2;4;04 - Outleet;22;3/3/2024
Emp1;420;737691462-5;1;1;01 - Central;21;11/3/2024
Emp1;420;737691462-5;3;4;04 - Outleet;38;19/3/2024
Emp2;421;184291199-6;4;4;04 - Outleet;54;1/3/2024
Emp1;422;333034706-6;4;1;01 - Central;33;19/3/2024
Emp1;422;333034706-6;3;4;04 - Outleet;10;11/5/2024
Emp2;423;065227923-6;3;1;01 - Central;7;17/4/2024
Emp2;423;065227923-6;5;4;04 - Outleet;15;5/3/2024
Emp2;423;065227923-6;3;2;02 - Shooping A;45;15/1/2024
Emp2;423;065227923-6;4;4;04 - Outleet;56;12/2/2024
Emp2;423;065227923-6;4;2;02 - Shooping A;60;22/2/2024
Emp2;424;937280875-X;2;3;03 - Shooping B;40;3/1/2024
Emp1;425;354395374-5;3;3;03 - Shooping B;49;26/4/2024
Emp1;425;354395374-5;1;3;03 - Shooping B;14;28/3/2024
Emp1;425;354395374-5;3;2;02 - Shooping A;5;17/1/2024
Emp1;425;354395374-5;3;1;01 - Central;12;20/1/2024
Emp2;426;628500780-2;4;1;01 - Central;21;22/2/2024
Emp2;426;628500780-2;2;1;01 - Central;60;14/3/2024
Emp2;426;628500780-2;2;3;03 - Shooping B;60;12/12/2023
Emp2;427;075921253-8;4;3;03 - Shooping B;59;23/3/2024
Emp2;427;075921253-8;5;1;01 - Central;41;3/5/2024
Emp2;427;075921253-8;4;4;04 - Outleet;11;5/5/2024
Emp2;427;075921253-8;1;3;03 - Shooping B;41;29/2/2024
Emp2;427;075921253-8;4;4;04 - Outleet;27;8/3/2024
Emp2;427;075921253-8;4;1;01 - Central;58;11/4/2024
Emp2;427;075921253-8;3;2;02 - Shooping A;14;4/12/2023
Emp1;429;964990786-6;1;3;03 - Shooping B;10;8/1/2024
Emp1;429;964990786-6;3;1;01 - Central;49;12/4/2024
Emp2;430;316132813-2;1;4;04 - Outleet;60;5/3/2024
Emp2;430;316132813-2;2;4;04 - Outleet;31;20/12/2023
Emp2;430;316132813-2;3;2;02 - Shooping A;36;13/5/2024
Emp2;430;316132813-2;3;4;04 - Outleet;50;13/4/2024
Emp2;430;316132813-2;5;2;02 - Shooping A;60;19/2/2024
Emp2;430;316132813-2;5;4;04 - Outleet;9;15/3/2024
Emp2;430;316132813-2;3;1;01 - Central;4;5/4/2024
Emp2;430;316132813-2;5;3;03 - Shooping B;16;14/4/2024
Emp2;431;038016106-0;2;1;01 - Central;37;28/3/2024
Emp2;431;038016106-0;4;1;01 - Central;54;21/1/2024
Emp2;431;038016106-0;3;2;02 - Shooping A;29;19/3/2024
Emp1;432;664354102-6;4;1;01 - Central;37;18/3/2024
Emp1;433;995313072-8;4;4;04 - Outleet;9;12/3/2024
Emp1;433;995313072-8;4;4;04 - Outleet;53;29/5/2024
Emp1;433;995313072-8;3;4;04 - Outleet;42;23/2/2024
Emp1;433;995313072-8;2;4;04 - Outleet;45;29/3/2024
Emp1;434;945387279-2;4;4;04 - Outleet;60;8/12/2023
Emp2;435;233434247-5;4;1;01 - Central;11;2/2/2024
Emp2;435;233434247-5;3;1;01 - Central;31;7/3/2024
Emp2;435;233434247-5;3;4;04 - Outleet;37;12/3/2024
Emp2;435;233434247-5;4;2;02 - Shooping A;12;4/12/2023
Emp1;436;631474463-6;5;3;03 - Shooping B;58;16/2/2024
Emp1;436;631474463-6;3;1;01 - Central;42;19/3/2024
Emp1;436;631474463-6;4;1;01 - Central;27;26/1/2024
Emp1;436;631474463-6;5;3;03 - Shooping B;54;14/3/2024
Emp1;436;631474463-6;2;1;01 - Central;28;4/2/2024
Emp1;436;631474463-6;2;3;03 - Shooping B;27;8/5/2024
Emp1;437;367661966-8;3;4;04 - Outleet;34;20/2/2024
Emp1;437;367661966-8;5;4;04 - Outleet;13;1/5/2024
Emp1;437;367661966-8;2;1;01 - Central;9;9/3/2024
Emp1;437;367661966-8;3;2;02 - Shooping A;49;14/2/2024
Emp1;437;367661966-8;4;1;01 - Central;56;19/1/2024
Emp1;437;367661966-8;4;4;04 - Outleet;35;28/2/2024
Emp1;437;367661966-8;3;1;01 - Central;34;28/1/2024
Emp1;438;062991740-X;3;3;03 - Shooping B;55;2/4/2024
Emp1;438;062991740-X;3;2;02 - Shooping A;18;7/1/2024
Emp1;438;062991740-X;5;1;01 - Central;28;22/2/2024
Emp1;439;825145145-0;3;1;01 - Central;36;28/12/2023
Emp1;439;825145145-0;4;3;03 - Shooping B;54;20/1/2024
Emp1;439;825145145-0;4;4;04 - Outleet;33;16/2/2024
Emp1;439;825145145-0;4;1;01 - Central;29;1/1/2024
Emp2;440;555548168-3;3;3;03 - Shooping B;33;7/1/2024
Emp2;440;555548168-3;5;1;01 - Central;32;26/3/2024
Emp2;440;555548168-3;5;3;03 - Shooping B;56;23/1/2024
Emp2;441;036575238-X;5;1;01 - Central;55;30/4/2024
Emp2;441;036575238-X;3;2;02 - Shooping A;25;13/1/2024
Emp1;442;671017210-4;2;1;01 - Central;12;30/5/2024
Emp1;442;671017210-4;3;4;04 - Outleet;13;1/1/2024
Emp1;442;671017210-4;1;3;03 - Shooping B;49;1/3/2024
Emp1;442;671017210-4;4;3;03 - Shooping B;6;13/2/2024
Emp1;442;671017210-4;3;3;03 - Shooping B;58;30/3/2024
Emp1;442;671017210-4;3;2;02 - Shooping A;55;28/4/2024
Emp1;442;671017210-4;5;2;02 - Shooping A;29;25/2/2024
Emp1;442;671017210-4;4;1;01 - Central;38;4/12/2023
Emp1;442;671017210-4;3;2;02 - Shooping A;31;6/12/2023
Emp1;442;671017210-4;3;4;04 - Outleet;50;17/3/2024
Emp1;443;206884643-8;3;3;03 - Shooping B;31;13/12/2023
Emp1;443;206884643-8;3;2;02 - Shooping A;28;15/2/2024
Emp1;443;206884643-8;2;4;04 - Outleet;37;3/3/2024
Emp1;444;885426424-5;2;1;01 - Central;6;19/5/2024
Emp2;445;835862862-5;3;4;04 - Outleet;48;29/5/2024
Emp2;445;835862862-5;3;2;02 - Shooping A;14;15/2/2024
Emp1;446;527135543-8;5;2;02 - Shooping A;58;26/12/2023
Emp1;446;527135543-8;1;2;02 - Shooping A;43;19/3/2024
Emp1;447;779226412-2;1;4;04 - Outleet;8;12/12/2023
Emp1;447;779226412-2;3;1;01 - Central;20;24/12/2023
Emp1;447;779226412-2;3;4;04 - Outleet;30;10/3/2024
Emp1;447;779226412-2;3;1;01 - Central;20;13/2/2024
Emp1;447;779226412-2;3;4;04 - Outleet;40;18/3/2024
Emp1;447;779226412-2;3;2;02 - Shooping A;16;12/4/2024
Emp1;447;779226412-2;3;3;03 - Shooping B;54;12/1/2024
Emp1;448;463870746-7;1;2;02 - Shooping A;42;12/4/2024
Emp1;448;463870746-7;2;3;03 - Shooping B;24;21/4/2024
Emp1;449;209336436-0;4;1;01 - Central;23;12/1/2024
Emp1;449;209336436-0;2;2;02 - Shooping A;28;15/3/2024
Emp1;449;209336436-0;2;1;01 - Central;36;3/12/2023
Emp1;449;209336436-0;3;3;03 - Shooping B;19;4/1/2024
Emp1;449;209336436-0;4;4;04 - Outleet;16;17/12/2023
Emp1;449;209336436-0;4;4;04 - Outleet;55;10/3/2024
Emp1;449;209336436-0;2;2;02 - Shooping A;2;24/1/2024
Emp2;450;004305072-7;2;4;04 - Outleet;20;6/1/2024
Emp2;450;004305072-7;4;4;04 - Outleet;47;21/4/2024
Emp2;451;896579483-8;3;4;04 - Outleet;44;23/4/2024
Emp2;451;896579483-8;3;1;01 - Central;28;4/12/2023
Emp2;451;896579483-8;3;2;02 - Shooping A;41;2/5/2024
Emp2;451;896579483-8;2;3;03 - Shooping B;34;14/5/2024
Emp2;451;896579483-8;3;4;04 - Outleet;17;9/3/2024
Emp2;452;376077573-X;2;3;03 - Shooping B;14;27/3/2024
Emp2;452;376077573-X;3;4;04 - Outleet;15;16/2/2024
Emp2;452;376077573-X;3;1;01 - Central;24;24/2/2024
Emp2;452;376077573-X;2;2;02 - Shooping A;12;21/12/2023
Emp2;452;376077573-X;5;1;01 - Central;13;9/3/2024
Emp2;453;601673397-0;3;1;01 - Central;49;29/1/2024
Emp2;453;601673397-0;4;2;02 - Shooping A;7;6/12/2023
Emp2;453;601673397-0;2;1;01 - Central;38;6/4/2024
Emp2;453;601673397-0;2;4;04 - Outleet;42;11/1/2024
Emp2;453;601673397-0;4;1;01 - Central;34;15/3/2024
Emp2;453;601673397-0;2;1;01 - Central;27;6/12/2023
Emp2;453;601673397-0;3;2;02 - Shooping A;27;21/3/2024
Emp2;454;591075490-4;2;3;03 - Shooping B;9;7/12/2023
Emp2;454;591075490-4;3;3;03 - Shooping B;44;15/1/2024
Emp2;454;591075490-4;2;4;04 - Outleet;55;18/12/2023
Emp2;454;591075490-4;3;3;03 - Shooping B;45;13/3/2024
Emp2;454;591075490-4;1;3;03 - Shooping B;38;8/3/2024
Emp1;455;708270445-3;5;2;02 - Shooping A;28;10/4/2024
Emp1;455;708270445-3;2;2;02 - Shooping A;34;26/3/2024
Emp1;455;708270445-3;3;1;01 - Central;7;1/1/2024
Emp1;455;708270445-3;4;2;02 - Shooping A;22;15/2/2024
Emp1;455;708270445-3;3;4;04 - Outleet;27;21/2/2024
Emp1;456;098859156-1;4;1;01 - Central;39;26/12/2023
Emp1;456;098859156-1;4;4;04 - Outleet;34;7/1/2024
Emp1;456;098859156-1;3;4;04 - Outleet;56;8/4/2024
Emp1;456;098859156-1;1;3;03 - Shooping B;52;30/1/2024
Emp2;457;715331440-7;1;3;03 - Shooping B;8;3/1/2024
Emp2;457;715331440-7;2;3;03 - Shooping B;7;2/12/2023
Emp2;457;715331440-7;2;2;02 - Shooping A;14;28/3/2024
Emp2;457;715331440-7;4;1;01 - Central;24;10/5/2024
Emp2;457;715331440-7;5;4;04 - Outleet;52;11/1/2024
Emp2;457;715331440-7;4;3;03 - Shooping B;11;2/5/2024
Emp2;458;056466554-1;5;3;03 - Shooping B;50;15/3/2024
Emp2;458;056466554-1;4;4;04 - Outleet;42;9/4/2024
Emp2;458;056466554-1;3;4;04 - Outleet;17;17/12/2023
Emp1;459;716051921-3;1;4;04 - Outleet;37;3/3/2024
Emp1;459;716051921-3;3;3;03 - Shooping B;9;1/4/2024
Emp1;459;716051921-3;4;3;03 - Shooping B;2;25/3/2024
Emp1;459;716051921-3;3;1;01 - Central;44;6/1/2024
Emp1;459;716051921-3;4;3;03 - Shooping B;23;8/12/2023
Emp2;461;732083381-6;4;2;02 - Shooping A;9;17/4/2024
Emp2;461;732083381-6;4;4;04 - Outleet;15;10/3/2024
Emp2;461;732083381-6;2;2;02 - Shooping A;36;1/12/2023
Emp1;462;965551915-5;3;4;04 - Outleet;6;14/2/2024
Emp1;462;965551915-5;2;1;01 - Central;29;11/1/2024
Emp1;462;965551915-5;3;2;02 - Shooping A;14;2/12/2023
Emp1;462;965551915-5;2;3;03 - Shooping B;58;29/4/2024
Emp1;462;965551915-5;4;2;02 - Shooping A;40;12/12/2023
Emp1;462;965551915-5;3;3;03 - Shooping B;5;30/5/2024
Emp2;463;887307009-4;4;3;03 - Shooping B;46;23/1/2024
Emp2;463;887307009-4;2;3;03 - Shooping B;13;13/4/2024
Emp2;463;887307009-4;5;4;04 - Outleet;31;12/1/2024
Emp2;463;887307009-4;2;2;02 - Shooping A;17;4/2/2024
Emp1;464;795834071-0;4;1;01 - Central;56;20/4/2024
Emp1;464;795834071-0;2;2;02 - Shooping A;44;25/2/2024
Emp1;464;795834071-0;4;1;01 - Central;39;30/12/2023
Emp2;465;562242247-7;3;3;03 - Shooping B;23;10/2/2024
Emp2;465;562242247-7;5;3;03 - Shooping B;52;28/2/2024
Emp2;465;562242247-7;4;4;04 - Outleet;17;26/2/2024
Emp2;465;562242247-7;1;2;02 - Shooping A;27;21/5/2024
Emp2;466;388038880-6;3;1;01 - Central;16;24/12/2023
Emp2;466;388038880-6;5;2;02 - Shooping A;17;8/1/2024
Emp2;466;388038880-6;3;1;01 - Central;49;23/4/2024
Emp2;466;388038880-6;4;1;01 - Central;29;12/2/2024
Emp2;466;388038880-6;1;1;01 - Central;32;2/3/2024
Emp2;467;291704897-2;3;2;02 - Shooping A;31;17/3/2024
Emp2;467;291704897-2;2;1;01 - Central;13;5/3/2024
Emp2;467;291704897-2;4;4;04 - Outleet;14;30/5/2024
Emp1;468;046088026-8;2;4;04 - Outleet;29;24/12/2023
Emp1;468;046088026-8;1;1;01 - Central;24;8/1/2024
Emp1;468;046088026-8;2;3;03 - Shooping B;32;15/4/2024
Emp1;468;046088026-8;2;1;01 - Central;32;5/4/2024
Emp1;468;046088026-8;2;4;04 - Outleet;48;20/5/2024
Emp2;469;516690810-4;2;2;02 - Shooping A;28;7/12/2023
Emp2;469;516690810-4;3;4;04 - Outleet;44;6/3/2024
Emp2;469;516690810-4;3;4;04 - Outleet;29;19/2/2024
Emp2;469;516690810-4;5;2;02 - Shooping A;34;18/2/2024
Emp2;469;516690810-4;3;4;04 - Outleet;6;29/3/2024
Emp2;470;937401969-8;3;1;01 - Central;39;27/12/2023
Emp2;470;937401969-8;1;1;01 - Central;46;5/12/2023
Emp2;470;937401969-8;3;2;02 - Shooping A;27;26/3/2024
Emp1;471;257953361-3;3;3;03 - Shooping B;57;16/1/2024
Emp1;471;257953361-3;5;2;02 - Shooping A;31;21/4/2024
Emp1;471;257953361-3;3;2;02 - Shooping A;9;25/12/2023
Emp1;471;257953361-3;4;1;01 - Central;51;13/3/2024
Emp1;471;257953361-3;2;3;03 - Shooping B;34;13/3/2024
Emp1;471;257953361-3;4;2;02 - Shooping A;6;18/3/2024
Emp1;471;257953361-3;2;4;04 - Outleet;38;20/1/2024
Emp2;472;928412338-0;2;4;04 - Outleet;16;14/2/2024
Emp2;472;928412338-0;5;3;03 - Shooping B;10;18/4/2024
Emp2;472;928412338-0;4;2;02 - Shooping A;53;28/2/2024
Emp2;472;928412338-0;2;3;03 - Shooping B;36;13/1/2024
Emp2;472;928412338-0;3;3;03 - Shooping B;50;7/2/2024
Emp2;472;928412338-0;3;2;02 - Shooping A;51;11/5/2024
Emp2;472;928412338-0;2;1;01 - Central;17;18/12/2023
Emp2;472;928412338-0;4;2;02 - Shooping A;5;8/3/2024
Emp2;472;928412338-0;2;4;04 - Outleet;18;2/4/2024
Emp2;473;256772910-0;3;1;01 - Central;18;9/1/2024
Emp2;473;256772910-0;1;3;03 - Shooping B;7;13/12/2023
Emp2;473;256772910-0;3;1;01 - Central;35;6/1/2024
Emp2;473;256772910-0;5;3;03 - Shooping B;19;7/1/2024
Emp2;473;256772910-0;5;3;03 - Shooping B;31;15/5/2024
Emp2;474;323340333-X;3;2;02 - Shooping A;23;2/3/2024
Emp2;474;323340333-X;3;3;03 - Shooping B;12;27/12/2023
Emp1;475;872476877-4;3;3;03 - Shooping B;52;3/12/2023
Emp1;475;872476877-4;1;4;04 - Outleet;17;16/2/2024
Emp1;475;872476877-4;3;4;04 - Outleet;11;16/5/2024
Emp1;476;043819773-9;2;3;03 - Shooping B;24;25/12/2023
Emp1;476;043819773-9;2;1;01 - Central;50;5/4/2024
Emp1;476;043819773-9;5;2;02 - Shooping A;39;2/2/2024
Emp2;477;488752968-6;2;4;04 - Outleet;18;9/2/2024
Emp2;477;488752968-6;4;4;04 - Outleet;50;3/4/2024
Emp2;478;520414547-8;3;3;03 - Shooping B;17;27/2/2024
Emp2;478;520414547-8;5;4;04 - Outleet;11;7/3/2024
Emp2;478;520414547-8;4;2;02 - Shooping A;11;25/3/2024
Emp2;478;520414547-8;4;3;03 - Shooping B;23;10/4/2024
Emp2;478;520414547-8;3;1;01 - Central;39;26/2/2024
Emp2;479;782189371-4;1;4;04 - Outleet;39;18/1/2024
Emp2;479;782189371-4;4;3;03 - Shooping B;59;17/12/2023
Emp2;480;952052135-6;3;1;01 - Central;51;3/5/2024
Emp2;481;391605732-4;2;1;01 - Central;58;14/12/2023
Emp2;481;391605732-4;4;4;04 - Outleet;11;6/4/2024
Emp2;482;281080818-X;3;1;01 - Central;49;7/2/2024
Emp2;482;281080818-X;2;1;01 - Central;4;19/4/2024
Emp2;482;281080818-X;3;2;02 - Shooping A;15;23/3/2024
Emp2;482;281080818-X;4;4;04 - Outleet;44;13/3/2024
Emp2;482;281080818-X;2;4;04 - Outleet;30;28/3/2024
Emp2;483;730186613-5;2;2;02 - Shooping A;29;27/2/2024
Emp2;483;730186613-5;4;4;04 - Outleet;36;10/12/2023
Emp2;483;730186613-5;5;3;03 - Shooping B;59;23/2/2024
Emp2;484;741337357-2;4;3;03 - Shooping B;54;23/12/2023
Emp2;484;741337357-2;2;2;02 - Shooping A;40;17/3/2024
Emp1;485;994429092-0;3;1;01 - Central;58;17/2/2024
Emp1;485;994429092-0;3;3;03 - Shooping B;59;2/5/2024
Emp1;485;994429092-0;5;3;03 - Shooping B;15;17/5/2024
Emp1;485;994429092-0;5;3;03 - Shooping B;56;10/2/2024
Emp1;485;994429092-0;4;4;04 - Outleet;3;24/4/2024
Emp1;485;994429092-0;2;4;04 - Outleet;22;3/3/2024
Emp1;486;349829754-6;3;2;02 - Shooping A;40;25/2/2024
Emp1;486;349829754-6;4;3;03 - Shooping B;36;10/2/2024
Emp1;486;349829754-6;3;2;02 - Shooping A;20;17/3/2024
Emp1;486;349829754-6;2;1;01 - Central;12;28/3/2024
Emp1;486;349829754-6;2;2;02 - Shooping A;2;11/1/2024
Emp1;486;349829754-6;1;2;02 - Shooping A;10;23/5/2024
Emp1;487;893889756-7;4;4;04 - Outleet;51;14/5/2024
Emp1;487;893889756-7;3;2;02 - Shooping A;50;23/1/2024
Emp1;487;893889756-7;4;1;01 - Central;25;22/12/2023
Emp1;487;893889756-7;1;1;01 - Central;56;10/1/2024
Emp1;487;893889756-7;2;3;03 - Shooping B;57;13/5/2024
Emp1;488;301371151-5;3;4;04 - Outleet;29;11/3/2024
Emp1;488;301371151-5;1;4;04 - Outleet;48;22/1/2024
Emp1;488;301371151-5;2;2;02 - Shooping A;44;12/12/2023
Emp1;488;301371151-5;1;3;03 - Shooping B;25;1/5/2024
Emp1;488;301371151-5;1;4;04 - Outleet;42;20/3/2024
Emp1;488;301371151-5;4;2;02 - Shooping A;7;19/5/2024
Emp1;488;301371151-5;3;2;02 - Shooping A;13;15/5/2024
Emp1;489;486417048-7;3;2;02 - Shooping A;45;1/4/2024
Emp1;489;486417048-7;2;3;03 - Shooping B;50;5/4/2024
Emp1;490;173125252-8;4;3;03 - Shooping B;27;8/2/2024
Emp1;490;173125252-8;3;4;04 - Outleet;11;6/4/2024
Emp1;491;281778627-0;3;4;04 - Outleet;27;15/2/2024
Emp2;492;141901498-6;2;2;02 - Shooping A;59;15/4/2024
Emp2;492;141901498-6;2;1;01 - Central;54;24/5/2024
Emp2;492;141901498-6;5;3;03 - Shooping B;57;30/4/2024
Emp1;493;088290455-8;2;1;01 - Central;43;4/3/2024
Emp1;493;088290455-8;5;1;01 - Central;12;20/4/2024
Emp2;494;403933815-4;3;1;01 - Central;32;17/5/2024
Emp2;494;403933815-4;2;4;04 - Outleet;23;19/2/2024
Emp2;494;403933815-4;3;3;03 - Shooping B;10;19/2/2024
Emp2;494;403933815-4;5;3;03 - Shooping B;42;2/1/2024
Emp2;494;403933815-4;3;4;04 - Outleet;53;5/12/2023
Emp2;494;403933815-4;4;1;01 - Central;56;8/1/2024
Emp2;494;403933815-4;3;4;04 - Outleet;58;27/5/2024
Emp1;495;465058568-6;3;1;01 - Central;20;28/3/2024
Emp1;495;465058568-6;4;4;04 - Outleet;15;14/3/2024
Emp1;495;465058568-6;4;1;01 - Central;38;9/5/2024
Emp2;496;428049024-4;3;4;04 - Outleet;27;7/2/2024
Emp2;496;428049024-4;3;3;03 - Shooping B;36;4/5/2024
Emp2;496;428049024-4;3;1;01 - Central;3;11/5/2024
Emp2;497;006582699-X;4;4;04 - Outleet;27;11/1/2024
Emp2;497;006582699-X;2;3;03 - Shooping B;43;28/12/2023
Emp2;497;006582699-X;5;1;01 - Central;60;9/3/2024
Emp2;498;928553759-6;1;4;04 - Outleet;27;30/1/2024
Emp2;498;928553759-6;1;4;04 - Outleet;6;1/3/2024
Emp2;498;928553759-6;3;1;01 - Central;18;25/1/2024
Emp2;498;928553759-6;5;2;02 - Shooping A;5;26/4/2024
Emp2;498;928553759-6;2;3;03 - Shooping B;51;30/1/2024
Emp1;499;067809333-4;1;1;01 - Central;2;26/5/2024
Emp1;499;067809333-4;5;4;04 - Outleet;40;22/1/2024
Emp1;499;067809333-4;3;4;04 - Outleet;30;29/4/2024
Emp1;499;067809333-4;2;2;02 - Shooping A;44;14/4/2024
Emp1;499;067809333-4;2;2;02 - Shooping A;43;16/3/2024
Emp1;499;067809333-4;4;2;02 - Shooping A;56;17/5/2024
Emp2;500;310556853-0;3;4;04 - Outleet;15;30/4/2024
Emp2;500;310556853-0;4;4;04 - Outleet;3;15/12/2023
